StateCode,Date,Avg_Demand,Avg_ISGS,Avg_ImportData
GJT,2025-10-19,16184.33,7860.75,8323.58
CTG,2025-10-19,4575.38,2242.08,2333.29
CHG,2025-10-19,151.96,,151.96
HRN,2025-10-19,7263.38,1533.92,5729.46
KRT,2025-10-19,9133.67,6708.21,2425.46
JHK,2025-10-19,1641.96,409.0,1232.96
GOA,2025-10-19,475.83,,475.83
DNH,2025-10-19,920.21,,920.21
MIP,2025-10-19,129.29,,129.29
AP,2025-10-19,8074.25,5715.71,2358.54
UP,2025-10-19,17547.08,11335.92,6211.17
MPD,2025-10-19,10627.38,4344.0,6283.38
RJ,2025-10-19,10529.38,8197.08,2332.29
JAK,2025-10-19,2106.58,482.08,1624.5
HP,2025-10-19,1064.5,683.62,380.88
SKM,2025-10-19,38.75,,38.75
PNB,2025-10-19,7108.75,3364.58,3744.17
TLG,2025-10-19,9849.54,6082.58,3766.96
DND,2025-10-19,316.67,,316.67
ASM,2025-10-19,1703.83,256.21,1447.62
BGL,2025-10-20,8833.29,5645.71,3187.58
ODI,2025-10-20,5112.67,3260.0,1852.67
MIP,2025-10-20,131.42,,131.42
MGA,2025-10-20,161.0,79.0,82.0
KRT,2025-10-20,8542.29,5856.75,2685.54
TPA,2025-10-20,266.92,70.0,196.92
CTG,2025-10-20,4216.88,2182.46,2034.42
UP,2025-10-20,17119.83,11260.96,5858.88
MHA,2025-10-20,22208.83,15443.12,6765.71
CHG,2025-10-20,141.38,,141.38
PNB,2025-10-20,6304.83,2990.54,3314.29
KRL,2025-10-20,3231.08,1352.12,1878.96
HRN,2025-10-20,6110.12,1189.21,4920.92
JAK,2025-10-20,2069.83,428.78,1658.92
TLG,2025-10-20,9212.29,5611.62,3600.67
JHK,2025-10-20,1680.08,409.0,1288.12
DL,2025-10-20,3334.12,92.0,3242.12
RJ,2025-10-20,9854.46,7481.33,2373.12
AP,2025-10-20,7681.0,5936.62,1744.38
SKM,2025-10-20,36.21,,36.21
ASM,2025-10-20,1568.29,304.21,1264.08
TND,2025-10-20,9200.58,4185.62,5014.96
GOA,2025-10-20,401.32,,401.32
NGD,2025-10-20,133.0,,133.0
BHR,2025-10-20,5642.08,422.33,5219.75
DNH,2025-10-20,644.0,,644.0
PU,2025-10-20,248.38,,248.38
MZM,2025-10-20,81.79,,81.79
HP,2025-10-20,771.21,684.91,208.67
GJT,2025-10-20,13751.58,5644.46,8107.12
ACP,2025-10-20,125.38,,125.38
DND,2025-10-20,196.75,,196.75
UTK,2025-10-20,1331.46,727.42,604.04
MPD,2025-10-20,10214.79,4306.46,5908.33
MIP,2025-10-21,132.5,,132.5
JAK,2025-10-21,2073.08,409.88,1663.21
MPD,2025-10-21,9901.12,4108.75,5792.38
UP,2025-10-21,16864.17,10581.46,6282.71
DND,2025-10-21,159.83,,159.83
PU,2025-10-21,274.29,,274.29
ACP,2025-10-21,133.08,,133.08
PNB,2025-10-21,5280.46,2753.42,2527.04
DNH,2025-10-21,574.78,,574.78
JHK,2025-10-21,1675.08,409.0,1266.08
RJ,2025-10-21,9470.33,6890.42,2579.92
AP,2025-10-21,7753.46,5743.88,2009.58
TND,2025-10-21,9610.12,3690.08,5920.04
HP,2025-10-21,743.79,670.58,123.38
ASM,2025-10-21,1564.62,285.21,1279.42
HRN,2025-10-21,5823.75,1048.88,4774.88
MHA,2025-10-21,20524.79,13747.0,6777.79
MGA,2025-10-21,161.0,79.0,82.0
MZM,2025-10-21,86.08,,86.08
CTG,2025-10-21,3887.79,1836.29,2051.5
GOA,2025-10-21,449.75,,449.75
DL,2025-10-21,3384.67,92.38,3292.29
UTK,2025-10-21,1299.92,733.88,566.04
ODI,2025-10-21,5213.21,3260.0,1953.21
KRT,2025-10-21,8540.92,6323.75,2217.17
CHG,2025-10-21,148.25,,148.25
TLG,2025-10-21,9195.5,5029.83,4165.67
SKM,2025-10-21,32.5,,32.5
GJT,2025-10-21,12900.58,5794.08,7106.5
NGD,2025-10-21,133.0,,133.0
BHR,2025-10-21,5761.42,164.79,5596.62
KRL,2025-10-21,3449.92,1372.75,2077.17
BGL,2025-10-21,8786.54,5520.5,3266.04
TPA,2025-10-21,277.25,70.75,206.5
KRT,2025-10-22,7826.17,6211.96,1614.21
HRN,2025-10-22,6149.33,1064.79,5084.54
ACP,2025-10-22,130.75,,130.75
KRL,2025-10-22,3363.62,1245.67,2117.96
DNH,2025-10-22,693.62,,693.62
TND,2025-10-22,11285.46,5190.38,6095.08
MPD,2025-10-22,10280.54,4231.12,6049.42
MGA,2025-10-22,161.0,79.0,82.0
GOA,2025-10-22,484.88,,484.88
UTK,2025-10-22,1443.04,673.38,769.67
GJT,2025-10-22,12320.0,6717.33,5602.67
JAK,2025-10-22,2065.38,466.83,1598.54
HP,2025-10-22,929.08,668.88,263.79
TPA,2025-10-22,281.62,70.08,211.54
BHR,2025-10-22,5862.0,18.0,5845.92
CTG,2025-10-22,4082.75,1837.38,2245.38
SKM,2025-10-22,36.92,,36.92
DND,2025-10-22,196.83,,196.83
DL,2025-10-22,3399.29,92.38,3306.92
AP,2025-10-22,7624.67,5574.79,2049.88
BGL,2025-10-22,8961.08,5698.92,3262.17
TLG,2025-10-22,9075.54,4792.88,4282.67
CHG,2025-10-22,158.83,,158.83
MZM,2025-10-22,89.08,,89.08
RJ,2025-10-22,9857.54,6913.58,2943.96
PNB,2025-10-22,5177.96,2840.12,2337.83
ASM,2025-10-22,1670.22,295.43,1374.78
PU,2025-10-22,308.25,,308.25
MHA,2025-10-22,19569.62,12456.54,7113.08
JHK,2025-10-22,1682.0,409.0,1273.0
UP,2025-10-22,17408.04,11049.33,6358.71
MIP,2025-10-22,133.58,,133.58
NGD,2025-10-22,133.0,,133.0
ODI,2025-10-22,5479.62,3260.0,2219.62
MIP,2025-10-23,127.04,,127.04
SKM,2025-10-23,37.21,,37.21
CTG,2025-10-23,4366.25,1999.88,2366.38
GJT,2025-10-23,13747.83,7464.71,6283.12
KRL,2025-10-23,3275.71,1265.33,2010.38
BHR,2025-10-23,5821.25,291.83,5529.42
MPD,2025-10-23,10715.5,4602.79,6112.71
MZM,2025-10-23,89.83,,89.83
CHG,2025-10-23,164.79,,164.79
TND,2025-10-23,12351.62,5614.29,6737.33
AP,2025-10-23,7559.38,5040.79,2518.58
ODI,2025-10-23,5298.67,3260.0,2038.67
NGD,2025-10-23,133.0,,133.0
MHA,2025-10-23,20302.92,13402.33,6900.58
UTK,2025-10-23,1449.5,615.96,833.54
TLG,2025-10-23,8993.91,4587.65,4406.26
GOA,2025-10-23,511.33,,511.33
ASM,2025-10-23,1708.88,286.88,1422.0
UP,2025-10-23,17523.79,11361.08,6162.71
PNB,2025-10-23,6424.13,3180.09,3244.04
TPA,2025-10-23,278.83,69.12,209.71
DL,2025-10-23,3433.71,91.83,3341.88
ACP,2025-10-23,140.71,,140.71
MGA,2025-10-23,161.0,79.0,82.0
KRT,2025-10-23,8263.54,6170.38,2093.17
JAK,2025-10-23,2080.79,443.12,1637.67
JHK,2025-10-23,1680.79,409.0,1288.83
BGL,2025-10-23,8674.0,5842.83,2831.17
DND,2025-10-23,260.67,,260.67
HRN,2025-10-23,6522.29,1071.71,5450.58
HP,2025-10-23,1101.0,646.83,454.17
RJ,2025-10-23,10422.12,7340.21,3081.92
PU,2025-10-23,352.75,,352.75
DNH,2025-10-23,790.04,,790.04
BHR,2025-10-24,5796.46,708.29,5088.17
DL,2025-10-24,3577.46,91.46,3486.0
MPD,2025-10-24,11102.0,4743.21,6358.79
SKM,2025-10-24,48.38,,48.38
BGL,2025-10-24,8872.62,5954.71,2917.92
TLG,2025-10-24,8673.33,4435.92,4237.42
PNB,2025-10-24,6821.46,3390.12,3431.33
CTG,2025-10-24,4490.08,2338.88,2151.21
MGA,2025-10-24,161.0,79.0,82.0
MHA,2025-10-24,21400.25,13716.75,7683.5
MZM,2025-10-24,89.25,,89.25
KRT,2025-10-24,8659.54,6148.33,2511.21
TPA,2025-10-24,264.71,76.54,188.17
GJT,2025-10-24,15415.21,7957.79,7457.42
ODI,2025-10-24,5057.38,3260.0,1797.38
UTK,2025-10-24,1632.12,661.79,970.33
GOA,2025-10-24,521.75,,521.75
MIP,2025-10-24,131.62,,131.62
ACP,2025-10-24,126.29,,126.29
TND,2025-10-24,13042.5,5712.21,7330.29
CHG,2025-10-24,164.96,,164.96
JHK,2025-10-24,1682.25,409.0,1273.25
JAK,2025-10-24,2212.75,402.54,1810.21
DNH,2025-10-24,882.29,,882.29
PU,2025-10-24,363.71,,363.71
KRL,2025-10-24,3332.54,1379.5,1953.04
UP,2025-10-24,17547.67,11890.83,5656.83
HRN,2025-10-24,6992.92,1117.42,5875.5
HP,2025-10-24,1233.58,623.21,610.38
RJ,2025-10-24,10976.46,7692.38,3284.08
NGD,2025-10-24,133.0,,133.0
AP,2025-10-24,7512.67,4608.38,2904.29
ASM,2025-10-24,1709.71,311.04,1398.67
DND,2025-10-24,330.33,,330.33
DL,2025-10-25,3448.21,95.83,3352.38
GJT,2025-10-25,16231.21,8737.17,7494.04
KRL,2025-10-25,3334.21,1283.54,2050.67
BHR,2025-10-25,5763.17,590.5,5172.67
UTK,2025-10-25,1690.17,654.08,1036.08
ACP,2025-10-25,122.0,,122.0
AP,2025-10-25,7649.62,4913.21,2736.42
CHG,2025-10-25,157.58,,157.58
JHK,2025-10-25,1661.79,409.0,1252.79
TND,2025-10-25,13199.75,6456.38,6743.38
PNB,2025-10-25,6756.71,3264.5,3492.21
PU,2025-10-25,370.12,,370.12
GOA,2025-10-25,509.83,,509.83
RJ,2025-10-25,11331.96,7943.88,3388.08
MZM,2025-10-25,96.0,,96.0
KRT,2025-10-25,8313.75,5887.0,2426.75
MIP,2025-10-25,132.29,,132.29
TLG,2025-10-25,8041.83,4461.75,3580.08
BGL,2025-10-25,8899.17,5924.96,2974.21
UP,2025-10-25,17253.96,11499.33,5754.62
MHA,2025-10-25,21350.33,13525.62,7824.71
TPA,2025-10-25,262.58,68.33,194.25
MGA,2025-10-25,161.0,79.0,82.0
ASM,2025-10-25,1654.92,318.42,1336.5
JAK,2025-10-25,2177.25,431.67,1745.58
HRN,2025-10-25,7037.5,1063.42,5974.08
DND,2025-10-25,352.71,,352.71
SKM,2025-10-25,52.38,,52.38
MPD,2025-10-25,11015.12,4557.83,6457.29
NGD,2025-10-25,133.0,,133.0
HP,2025-10-25,1262.58,609.29,653.29
ODI,2025-10-25,5233.21,3260.0,1973.21
DNH,2025-10-25,929.17,,929.17
CTG,2025-10-25,4554.96,2226.38,2328.58
TND,2025-10-26,12192.17,6537.29,5654.88
MIP,2025-10-26,130.67,,130.67
UP,2025-10-26,16647.42,10869.88,5777.54
JHK,2025-10-26,1656.67,409.0,1247.67
PNB,2025-10-26,6316.33,3130.17,3186.17
CHG,2025-10-26,145.0,,145.0
JAK,2025-10-26,2141.38,410.5,1730.88
DL,2025-10-26,3279.38,96.46,3182.92
DND,2025-10-26,330.96,,330.96
MGA,2025-10-26,161.0,79.0,82.0
ASM,2025-10-26,1551.46,274.33,1277.12
CTG,2025-10-26,4441.67,2215.92,2225.75
TPA,2025-10-26,250.83,64.25,186.58
HRN,2025-10-26,6550.78,1025.48,5525.3
MPD,2025-10-26,9649.83,3979.25,5670.58
NGD,2025-10-26,133.0,,133.0
KRL,2025-10-26,3110.21,1309.33,1800.88
ACP,2025-10-26,134.71,,134.71
GOA,2025-10-26,454.92,,454.92
BGL,2025-10-26,8770.54,5772.42,2998.12
AP,2025-10-26,7617.67,5419.33,2198.33
UTK,2025-10-26,1664.04,601.75,1062.29
GJT,2025-10-26,15959.25,7118.25,8841.0
ODI,2025-10-26,5279.61,3260.0,2019.61
BHR,2025-10-26,5611.46,434.29,5177.17
DNH,2025-10-26,914.88,,914.88
MZM,2025-10-26,85.43,,85.43
SKM,2025-10-26,44.58,,44.58
PU,2025-10-26,339.29,,339.29
HP,2025-10-26,1224.54,604.58,619.96
MHA,2025-10-26,19936.71,13019.79,6916.92
KRT,2025-10-26,7699.5,5905.12,1794.38
RJ,2025-10-26,11364.79,8408.25,2956.54
TLG,2025-10-26,7684.92,4453.12,3231.79
MPD,2025-10-27,8929.71,4107.54,4822.17
BGL,2025-10-27,9093.62,5917.46,3176.17
CHG,2025-10-27,161.75,,161.75
MIP,2025-10-27,124.96,,124.96
DL,2025-10-27,3412.25,97.04,3315.21
ASM,2025-10-27,1469.17,290.12,1201.21
DND,2025-10-27,327.92,,327.92
HP,2025-10-27,1519.38,853.08,666.29
KRT,2025-10-27,8595.7,6388.61,2207.09
JAK,2025-10-27,2172.5,407.46,1765.04
KRL,2025-10-27,3342.25,1368.54,1973.71
GJT,2025-10-27,15399.33,7715.17,7684.17
JHK,2025-10-27,1639.21,409.0,1230.21
RJ,2025-10-27,10691.25,8150.17,2541.08
DNH,2025-10-27,916.71,,916.71
MGA,2025-10-27,154.29,79.0,81.88
PNB,2025-10-27,6284.46,3143.83,3140.62
GOA,2025-10-27,497.83,,497.83
ACP,2025-10-27,117.83,,117.83
TPA,2025-10-27,252.17,70.67,187.42
UTK,2025-10-27,1705.0,647.42,1057.58
TND,2025-10-27,13195.29,7369.62,5825.67
TLG,2025-10-27,8346.29,4857.75,3488.54
AP,2025-10-27,7583.42,5203.62,2379.79
SKM,2025-10-27,55.12,,55.12
UP,2025-10-27,16222.04,10186.25,6035.79
ODI,2025-10-27,5220.71,3260.0,1960.71
MHA,2025-10-27,20840.96,12690.0,8150.96
BHR,2025-10-27,5308.08,373.29,4934.79
HRN,2025-10-27,6871.12,1281.17,5643.33
PU,2025-10-27,362.5,,362.5
NGD,2025-10-27,127.46,,127.46
MZM,2025-10-27,85.0,,85.0
CTG,2025-10-27,4367.83,2299.62,2068.21
ASM,2025-10-28,1627.96,230.17,1397.79
ODI,2025-10-28,4882.42,3260.0,1622.42
RJ,2025-10-28,10436.46,7879.92,2556.54
TPA,2025-10-28,268.29,70.96,197.33
ACP,2025-10-28,126.83,,126.83
PU,2025-10-28,355.71,,355.71
DL,2025-10-28,3392.58,97.29,3295.29
CTG,2025-10-28,4378.21,2190.79,2187.42
SKM,2025-10-28,58.08,,58.08
BGL,2025-10-28,8960.38,5432.58,3527.79
TLG,2025-10-28,7917.17,4414.04,3503.12
DNH,2025-10-28,922.0,,922.0
UTK,2025-10-28,1781.21,646.0,1135.21
AP,2025-10-28,6273.42,5423.71,997.29
KRT,2025-10-28,8444.38,6291.54,2152.83
GJT,2025-10-28,14793.42,7391.88,7401.54
PNB,2025-10-28,6440.54,2820.67,3619.88
MGA,2025-10-28,155.71,72.42,83.29
MHA,2025-10-28,21468.29,13083.46,8384.83
TND,2025-10-28,13129.71,8397.25,4732.46
JHK,2025-10-28,1520.08,409.0,1111.08
NGD,2025-10-28,133.0,,133.0
GOA,2025-10-28,516.12,,516.12
HRN,2025-10-28,6875.21,1249.88,5625.33
MZM,2025-10-28,91.0,,91.0
UP,2025-10-28,14488.5,9306.04,5182.46
HP,2025-10-28,1287.04,571.54,715.5
CHG,2025-10-28,163.54,,163.54
MIP,2025-10-28,133.04,,133.04
DND,2025-10-28,331.75,,331.75
BHR,2025-10-28,5184.08,396.5,4787.58
KRL,2025-10-28,3315.54,1296.67,2018.88
JAK,2025-10-28,2186.54,434.67,1751.88
MPD,2025-10-28,8726.54,4138.92,4587.62
ASM,2025-10-29,1628.71,262.17,1366.54
TLG,2025-10-29,7066.92,4275.79,2791.12
ODI,2025-10-29,4848.38,3260.0,1588.38
HP,2025-10-29,1313.79,566.79,747.0
GOA,2025-10-29,526.54,,526.54
NGD,2025-10-29,133.0,,133.0
PU,2025-10-29,360.38,,360.38
SKM,2025-10-29,62.12,,62.12
UTK,2025-10-29,1756.96,591.58,1165.38
MPD,2025-10-29,8603.38,3926.62,4676.75
UP,2025-10-29,14424.25,8985.88,5438.38
TND,2025-10-29,13588.12,8344.88,5243.25
RJ,2025-10-29,10591.0,8037.17,2553.83
DNH,2025-10-29,939.08,,939.08
HRN,2025-10-29,7003.0,1119.46,5883.54
BHR,2025-10-29,4776.67,806.83,3969.83
MIP,2025-10-29,133.42,,133.42
DL,2025-10-29,3466.38,92.38,3374.0
BGL,2025-10-29,8399.21,5398.79,3000.42
CHG,2025-10-29,165.38,,165.38
MGA,2025-10-29,161.0,79.0,82.0
ACP,2025-10-29,128.62,,128.62
JAK,2025-10-29,2255.58,403.12,1852.46
MHA,2025-10-29,21741.67,13231.62,8510.04
KRT,2025-10-29,8461.75,6971.42,1490.33
JHK,2025-10-29,1456.58,409.0,1047.58
AP,2025-10-29,6109.79,5397.75,813.54
TPA,2025-10-29,266.38,71.0,195.38
KRL,2025-10-29,3336.0,1371.04,1964.96
DND,2025-10-29,352.04,,352.04
GJT,2025-10-29,14478.33,7735.62,6742.71
PNB,2025-10-29,6623.42,2860.08,3763.33
CTG,2025-10-29,4186.29,1622.71,2563.58
MZM,2025-10-29,94.12,,94.12
PNB,2025-10-30,6606.42,2842.33,3764.08
MIP,2025-10-30,132.08,,132.08
TND,2025-10-30,14504.33,7431.0,7073.33
CHG,2025-10-30,164.25,,164.25
ACP,2025-10-30,126.88,,126.88
KRL,2025-10-30,3388.83,1403.0,1985.83
NGD,2025-10-30,133.0,,133.0
AP,2025-10-30,7241.04,5701.08,1539.96
CTG,2025-10-30,4184.12,1522.54,2661.58
ASM,2025-10-30,1539.29,250.92,1288.38
MHA,2025-10-30,20720.21,13040.71,7679.5
MPD,2025-10-30,8981.12,4018.0,4963.12
SKM,2025-10-30,55.0,,55.0
TLG,2025-10-30,6979.96,4541.38,2438.58
KRT,2025-10-30,8839.83,7609.92,1451.0
BGL,2025-10-30,8011.0,5492.96,2518.04
MGA,2025-10-30,167.12,79.0,88.12
UP,2025-10-30,13847.17,8549.96,5297.21
GJT,2025-10-30,15428.46,6607.96,8820.5
DNH,2025-10-30,942.29,,942.29
JHK,2025-10-30,1427.96,409.0,1018.96
GOA,2025-10-30,515.79,,515.79
JAK,2025-10-30,2225.62,408.12,1817.5
HRN,2025-10-30,7022.38,1119.42,5902.96
HP,2025-10-30,1343.25,558.46,784.79
UTK,2025-10-30,1786.29,565.88,1220.42
DL,2025-10-30,3527.21,91.21,3436.0
TPA,2025-10-30,255.08,71.0,184.08
PU,2025-10-30,378.25,,378.25
BHR,2025-10-30,3968.25,938.75,3029.5
ODI,2025-10-30,4916.71,3260.0,1656.71
MZM,2025-10-30,90.71,,90.71
DND,2025-10-30,357.12,,357.12
RJ,2025-10-30,10812.21,7824.96,2987.25
MIP,2025-10-31,133.38,,133.38
DL,2025-10-31,3657.33,91.17,3566.17
KRT,2025-10-31,9644.96,7067.67,2577.29
CTG,2025-10-31,4054.21,1670.5,2383.71
MGA,2025-10-31,161.0,79.0,82.0
ACP,2025-10-31,125.54,,125.54
MHA,2025-10-31,20959.29,13690.25,7269.04
HRN,2025-10-31,6940.33,1042.71,5897.62
JAK,2025-10-31,2280.42,363.96,1916.46
DND,2025-10-31,354.58,,354.58
MPD,2025-10-31,9057.92,4018.0,5207.33
BHR,2025-10-31,3513.83,900.46,2613.38
MZM,2025-10-31,88.67,,88.67
CHG,2025-10-31,168.29,,168.29
UP,2025-10-31,14057.12,8967.08,5090.04
TND,2025-10-31,15367.12,7065.83,8301.29
JHK,2025-10-31,1459.58,409.0,1050.58
GJT,2025-10-31,15031.96,7152.42,7879.54
HP,2025-10-31,1292.17,526.67,765.5
PNB,2025-10-31,6658.21,3029.92,3628.29
GOA,2025-10-31,518.17,,518.17
RJ,2025-10-31,11044.42,7752.71,3291.71
UTK,2025-10-31,1795.83,573.58,1222.25
SKM,2025-10-31,54.5,,54.5
AP,2025-10-31,7894.79,5339.12,2555.67
ASM,2025-10-31,1422.12,291.83,1130.29
TLG,2025-10-31,7354.04,4792.12,2561.92
ODI,2025-10-31,5135.21,3260.0,1875.21
PU,2025-10-31,384.33,,384.33
DNH,2025-10-31,921.88,,921.88
BGL,2025-10-31,8070.12,5039.88,3030.25
NGD,2025-10-31,114.54,,114.54
KRL,2025-10-31,3425.25,1405.71,2019.54
TPA,2025-10-31,263.21,71.58,191.62
UTK,2025-11-01,1799.61,622.39,1177.22
AP,2025-11-01,8452.83,5233.28,3219.56
ASM,2025-11-01,1420.56,284.61,1135.94
BGL,2025-11-01,8358.89,5698.94,2659.94
BHR,2025-11-01,4065.11,390.78,3674.33
CHG,2025-11-01,171.94,,171.94
DND,2025-11-01,350.78,,350.78
ACP,2025-11-01,128.11,,128.11
JHK,2025-11-01,1513.17,409.0,1104.17
DNH,2025-11-01,899.39,,899.39
GJT,2025-11-01,15366.39,7041.78,8324.61
GOA,2025-11-01,518.5,,518.5
HP,2025-11-01,1361.0,510.72,850.28
HRN,2025-11-01,7094.67,1216.0,5878.67
UP,2025-11-01,14659.78,10097.17,4562.61
DL,2025-11-01,3695.0,91.33,3603.67
JAK,2025-11-01,2382.89,326.17,2056.72
RJ,2025-11-01,11894.72,8551.06,3343.67
MPD,2025-11-01,9944.39,4018.0,5926.39
NGD,2025-11-01,96.33,,96.33
CTG,2025-11-01,4051.28,1989.44,2061.83
MGA,2025-11-01,161.0,79.0,82.0
MHA,2025-11-01,21035.83,14026.33,7009.5
MIP,2025-11-01,148.11,,148.11
MZM,2025-11-01,100.56,,100.56
ODI,2025-11-01,5111.18,3260.0,1851.18
PU,2025-11-01,387.94,,387.94
TLG,2025-11-01,7708.28,4428.28,3280.0
TND,2025-11-01,15879.72,7366.89,8512.83
TPA,2025-11-01,254.0,70.5,183.5
KRT,2025-11-01,9847.22,7308.0,2539.22
PNB,2025-11-01,6827.61,2889.28,3938.33
KRL,2025-11-01,3465.83,1378.78,2087.06
SKM,2025-11-01,55.22,,55.22
RJ,2025-11-02,10903.46,8070.33,2833.12
HP,2025-11-02,1185.33,507.25,678.08
HRN,2025-11-02,5962.88,1121.79,4841.08
JAK,2025-11-02,2257.88,396.33,1861.54
JHK,2025-11-02,1481.46,409.0,1072.46
NGD,2025-11-02,82.08,,82.08
PU,2025-11-02,348.25,,348.25
ODI,2025-11-02,4927.08,3260.0,1667.08
MGA,2025-11-02,161.0,79.0,82.0
MHA,2025-11-02,19474.12,12907.96,6566.17
MIP,2025-11-02,129.75,,129.75
GJT,2025-11-02,14592.62,5548.12,9044.5
PNB,2025-11-02,5838.12,2845.21,2992.92
GOA,2025-11-02,464.79,,464.79
KRT,2025-11-02,9286.58,6665.38,2621.21
KRL,2025-11-02,3089.62,1264.54,1825.08
MPD,2025-11-02,9842.75,4018.0,5824.75
MZM,2025-11-02,80.5,,80.5
TPA,2025-11-02,225.35,70.7,154.65
BGL,2025-11-02,7089.0,5504.04,1584.96
DNH,2025-11-02,898.71,,898.71
BHR,2025-11-02,4174.12,506.58,3667.54
AP,2025-11-02,8352.0,5403.17,2948.83
UP,2025-11-02,13885.88,9122.5,4763.38
ACP,2025-11-02,118.58,,118.58
CHG,2025-11-02,144.17,,144.17
TLG,2025-11-02,7298.04,3909.12,3388.92
UTK,2025-11-02,1599.12,614.29,984.83
DND,2025-11-02,317.96,,317.96
TND,2025-11-02,14041.88,6867.88,7174.0
DL,2025-11-02,3214.75,91.29,3123.46
ASM,2025-11-02,1225.92,299.71,926.21
SKM,2025-11-02,40.12,,40.12
CTG,2025-11-02,4015.96,2203.46,1812.5
TLG,2025-11-03,7799.21,4080.28,3933.68
UP,2025-11-03,13636.68,9481.32,4155.37
SKM,2025-11-03,64.16,,64.16
TPA,2025-11-03,219.89,70.83,152.79
TND,2025-11-03,15000.42,7397.5,7992.26
PU,2025-11-03,379.42,,379.42
NGD,2025-11-03,92.26,,92.26
BGL,2025-11-03,7152.16,4891.63,2260.53
ODI,2025-11-03,4757.95,3260.0,1497.95
PNB,2025-11-03,6189.21,2915.05,3274.16
HP,2025-11-03,1275.0,500.32,774.68
MIP,2025-11-03,131.84,,131.84
ACP,2025-11-03,114.32,,114.32
MZM,2025-11-03,86.0,,86.0
AP,2025-11-03,8540.16,5623.11,2917.05
RJ,2025-11-03,11378.06,8207.39,3170.67
ASM,2025-11-03,1257.26,312.89,944.37
CTG,2025-11-03,4079.32,2439.11,1640.21
BHR,2025-11-03,3983.58,1011.42,2972.16
DND,2025-11-03,336.89,,336.89
DL,2025-11-03,3382.79,91.53,3291.26
DNH,2025-11-03,917.63,,917.63
GJT,2025-11-03,15243.42,6922.84,8320.58
HRN,2025-11-03,6504.79,1177.37,5327.42
KRL,2025-11-03,3272.42,1241.58,2030.84
JHK,2025-11-03,1434.53,409.0,1025.53
GOA,2025-11-03,497.0,,497.0
MGA,2025-11-03,161.0,79.0,82.0
MHA,2025-11-03,20296.47,13506.11,6790.37
MPD,2025-11-03,10105.63,4018.0,6087.63
CHG,2025-11-03,154.53,,154.53
UTK,2025-11-03,1669.95,629.37,1040.58
JAK,2025-11-03,2244.79,367.79,1877.0
KRT,2025-11-03,10701.16,7138.05,3563.11
MPD,2025-11-04,9608.42,4018.0,5590.42
KRT,2025-11-04,10653.33,6555.21,4098.12
KRL,2025-11-04,3543.58,1327.96,2215.62
HP,2025-11-04,1251.58,514.75,736.83
JHK,2025-11-04,1418.0,409.0,1009.0
TLG,2025-11-04,7698.5,4624.21,3074.29
BGL,2025-11-04,7177.25,5225.83,1951.42
UTK,2025-11-04,1786.58,639.38,1147.21
ASM,2025-11-04,1386.12,365.42,1020.71
AP,2025-11-04,8681.83,5206.54,3475.29
ACP,2025-11-04,119.83,,119.83
TPA,2025-11-04,232.79,81.71,151.08
TND,2025-11-04,15718.67,7305.08,8413.58
UP,2025-11-04,14073.25,9208.62,4864.62
MGA,2025-11-04,161.0,79.0,82.0
JAK,2025-11-04,2092.5,376.25,1716.25
HRN,2025-11-04,6702.83,1148.04,5554.79
GJT,2025-11-04,15466.33,7342.88,8123.46
MHA,2025-11-04,21526.12,14118.29,7407.83
DL,2025-11-04,3426.96,91.58,3335.38
ODI,2025-11-04,4595.54,3260.0,1335.54
CTG,2025-11-04,4019.54,2250.79,1768.75
PNB,2025-11-04,6004.0,3173.5,2830.5
RJ,2025-11-04,11129.54,8711.79,2418.25
CHG,2025-11-04,154.5,,154.5
BHR,2025-11-04,4158.42,909.96,3248.46
NGD,2025-11-04,95.92,,95.92
MZM,2025-11-04,86.75,,86.75
PU,2025-11-04,392.12,,392.12
DND,2025-11-04,355.12,,355.12
GOA,2025-11-04,516.21,,516.21
DNH,2025-11-04,945.33,,945.33
MIP,2025-11-04,128.38,,128.38
SKM,2025-11-04,54.5,,54.5
BGL,2025-11-05,7078.71,5133.29,1945.42
HRN,2025-11-05,6596.42,1178.38,5418.04
SKM,2025-11-05,56.62,,56.62
JHK,2025-11-05,1464.04,409.0,1055.04
TND,2025-11-05,15648.0,6787.33,8860.67
BHR,2025-11-05,4241.54,948.67,3292.88
PNB,2025-11-05,5612.22,3082.65,2529.57
AP,2025-11-05,8665.79,5414.75,3251.04
HP,2025-11-05,1320.88,505.58,815.29
PU,2025-11-05,399.92,,399.92
KRL,2025-11-05,3507.58,1274.0,2233.58
CHG,2025-11-05,147.21,,147.21
JAK,2025-11-05,2077.33,371.42,1705.92
KRT,2025-11-05,10623.79,6700.42,3923.38
RJ,2025-11-05,11239.12,8383.21,2855.92
GOA,2025-11-05,510.08,,510.08
ASM,2025-11-05,1424.33,402.0,1022.33
DL,2025-11-05,3404.25,91.62,3312.62
CTG,2025-11-05,4003.0,2257.08,1745.92
UTK,2025-11-05,1775.79,626.62,1149.17
ODI,2025-11-05,4466.04,3260.0,1206.04
MGA,2025-11-05,161.0,79.0,82.0
NGD,2025-11-05,92.5,,92.5
TPA,2025-11-05,208.88,113.12,95.75
ACP,2025-11-05,131.54,,131.54
MZM,2025-11-05,85.62,,85.62
MIP,2025-11-05,125.75,,125.75
