StateCode,Date,Avg_Demand,Avg_ISGS,Avg_ImportData
UP,2025-11-05,14085.12,9765.83,4319.29
MHA,2025-11-05,21446.25,14063.42,7382.83
DND,2025-11-05,316.67,,316.67
TLG,2025-11-05,7677.25,4710.46,2966.79
MPD,2025-11-05,9718.21,4018.0,5700.21
DNH,2025-11-05,916.29,,916.29
GJT,2025-11-05,15231.5,6092.0,9139.5
BHR,2025-11-06,4143.5,678.12,3465.38
RJ,2025-11-06,11309.75,8591.92,2717.83
TND,2025-11-06,14884.67,6284.96,8599.71
PU,2025-11-06,378.67,,378.67
ASM,2025-11-06,1452.71,350.17,1102.54
CHG,2025-11-06,150.38,,150.38
MIP,2025-11-06,127.75,,127.75
AP,2025-11-06,8585.71,5668.04,2917.67
ODI,2025-11-06,4564.33,3260.0,1304.33
DND,2025-11-06,347.04,,347.04
DL,2025-11-06,3284.38,95.17,3193.17
TPA,2025-11-06,221.54,114.5,107.04
MZM,2025-11-06,87.38,,87.38
MPD,2025-11-06,10108.79,4018.0,6090.79
SKM,2025-11-06,56.38,,56.38
CTG,2025-11-06,4081.38,2513.75,1567.62
NGD,2025-11-06,91.83,,91.83
BGL,2025-11-06,7257.38,5017.0,2240.38
TLG,2025-11-06,7640.29,4933.12,2707.17
PNB,2025-11-06,5821.58,3225.62,2595.96
ACP,2025-11-06,128.75,,128.75
GOA,2025-11-06,507.58,,507.58
DNH,2025-11-06,932.54,,932.54
UTK,2025-11-06,1743.83,616.62,1127.21
MHA,2025-11-06,21569.5,14359.62,7209.88
KRL,2025-11-06,3521.5,1239.67,2281.83
HRN,2025-11-06,6447.04,1157.79,5289.25
JHK,2025-11-06,1463.96,409.0,1054.96
UP,2025-11-06,13845.33,9419.04,4426.29
HP,2025-11-06,1320.54,498.71,821.83
MGA,2025-11-06,161.0,79.0,82.0
JAK,2025-11-06,2336.33,365.62,1970.71
GJT,2025-11-06,15585.62,6375.42,9210.21
KRT,2025-11-06,10384.04,6572.92,3811.12
DL,2025-11-07,3246.5,95.92,3150.58
MIP,2025-11-07,131.46,,131.46
GJT,2025-11-07,15706.88,6753.58,8953.29
GOA,2025-11-07,520.42,,520.42
BGL,2025-11-07,7350.58,5234.04,2116.54
AP,2025-11-07,8579.25,5426.08,3153.17
ASM,2025-11-07,1451.92,313.92,1138.0
MPD,2025-11-07,10324.58,4018.0,6306.58
ACP,2025-11-07,128.0,,128.0
CTG,2025-11-07,4063.33,2564.38,1498.96
BHR,2025-11-07,4034.92,674.83,3360.08
DNH,2025-11-07,926.83,,926.83
DND,2025-11-07,350.25,,350.25
HRN,2025-11-07,6440.08,1134.71,5305.38
CHG,2025-11-07,151.58,,151.58
KRT,2025-11-07,10730.21,6533.5,4196.71
HP,2025-11-07,1351.29,504.71,846.58
TND,2025-11-07,15100.04,5858.08,9241.96
NGD,2025-11-07,92.5,,92.5
TLG,2025-11-07,7792.5,5108.38,2684.12
UTK,2025-11-07,1792.08,590.71,1201.38
SKM,2025-11-07,57.92,,57.92
JAK,2025-11-07,2394.08,357.08,2037.0
MHA,2025-11-07,21345.79,14315.83,7029.96
RJ,2025-11-07,11503.54,8565.42,2938.12
UP,2025-11-07,13592.58,9530.83,4061.75
PU,2025-11-07,375.46,,375.46
TPA,2025-11-07,226.58,114.21,112.38
MGA,2025-11-07,161.0,79.0,82.0
MZM,2025-11-07,90.58,,90.58
KRL,2025-11-07,3507.25,1204.21,2303.04
PNB,2025-11-07,5974.83,3239.17,2735.67
ODI,2025-11-07,4451.78,3260.0,1191.78
JHK,2025-11-07,1476.92,409.0,1067.92
BHR,2025-11-08,3769.75,545.38,3224.38
HRN,2025-11-08,6338.25,1152.38,5185.88
UTK,2025-11-08,1738.96,583.42,1155.54
JAK,2025-11-08,2473.12,366.58,2106.54
PU,2025-11-08,365.04,,365.04
ACP,2025-11-08,112.88,,112.88
HP,2025-11-08,1372.88,492.29,880.58
JHK,2025-11-08,1421.79,409.0,1012.79
BGL,2025-11-08,6793.67,5217.83,1575.83
SKM,2025-11-08,54.21,,54.21
ODI,2025-11-08,4381.75,3260.0,1121.75
PNB,2025-11-08,5916.17,3242.54,2673.62
CHG,2025-11-08,142.79,,142.79
UP,2025-11-08,13416.75,9550.67,3866.08
GOA,2025-11-08,518.09,,518.09
TND,2025-11-08,14969.5,5287.46,9682.04
KRL,2025-11-08,3538.04,1100.62,2437.42
GJT,2025-11-08,15771.04,6904.62,8866.42
MPD,2025-11-08,10495.83,4018.0,6477.83
CTG,2025-11-08,3879.67,2490.29,1389.38
MIP,2025-11-08,127.38,,127.38
KRT,2025-11-08,10598.42,6578.25,4020.17
NGD,2025-11-08,99.29,,99.29
TLG,2025-11-08,7529.62,5047.83,2481.79
DND,2025-11-08,350.21,,350.21
DL,2025-11-08,3020.04,95.38,2924.67
MGA,2025-11-08,161.0,79.0,82.0
TPA,2025-11-08,219.0,114.88,104.12
AP,2025-11-08,8146.12,5515.79,2630.33
RJ,2025-11-08,11498.71,8191.71,3307.0
DNH,2025-11-08,923.25,,923.25
MHA,2025-11-08,20847.38,14017.12,6830.25
ASM,2025-11-08,1467.58,339.46,1128.12
MZM,2025-11-08,92.29,,92.29
MGA,2025-11-09,161.0,79.0,82.0
KRT,2025-11-09,9999.58,6332.12,3667.46
GOA,2025-11-09,467.42,,467.42
UP,2025-11-09,12959.83,9153.62,3806.21
ACP,2025-11-09,122.08,,122.08
GJT,2025-11-09,15116.83,6217.5,8899.33
TPA,2025-11-09,202.29,115.08,87.21
HP,2025-11-09,1264.62,490.58,774.04
JHK,2025-11-09,1400.08,409.0,991.08
AP,2025-11-09,8174.58,5240.67,2933.92
TND,2025-11-09,13497.58,4806.54,8691.04
DNH,2025-11-09,892.67,,892.67
MHA,2025-11-09,20123.83,13350.0,6773.83
JAK,2025-11-09,2395.42,358.21,2037.21
RJ,2025-11-09,11357.58,8115.0,3242.58
KRL,2025-11-09,3234.54,1153.5,2081.04
UTK,2025-11-09,1617.62,567.5,1050.12
MIP,2025-11-09,128.96,,128.96
MZM,2025-11-09,85.12,,85.12
TLG,2025-11-09,7221.83,4812.67,2409.17
PNB,2025-11-09,5546.79,3184.33,2362.46
DND,2025-11-09,309.29,,309.29
ODI,2025-11-09,4308.58,3260.0,1048.58
CTG,2025-11-09,3732.42,2405.54,1326.88
PU,2025-11-09,327.5,,327.5
MPD,2025-11-09,10664.62,4018.0,6646.62
BHR,2025-11-09,3724.67,650.21,3074.46
NGD,2025-11-09,93.12,,93.12
BGL,2025-11-09,6013.58,4789.67,1223.92
ASM,2025-11-09,1305.88,353.0,952.88
DL,2025-11-09,2907.79,95.25,2812.54
SKM,2025-11-09,42.12,,42.12
CHG,2025-11-09,130.17,,130.17
HRN,2025-11-09,5525.0,1134.83,4390.17
MGA,2025-11-10,161.0,79.0,82.0
AP,2025-11-10,8605.91,5508.22,3097.7
MHA,2025-11-10,21182.61,13932.61,7250.0
MPD,2025-11-10,11032.7,4018.0,7014.7
DL,2025-11-10,3105.13,95.61,3009.52
KRL,2025-11-10,3467.61,1178.13,2289.48
GJT,2025-11-10,16029.13,6511.65,9517.48
TND,2025-11-10,14893.22,5559.13,9334.09
HRN,2025-11-10,6149.43,1162.09,4987.35
ASM,2025-11-10,1294.91,353.0,941.91
CTG,2025-11-10,3745.7,2461.26,1284.43
TPA,2025-11-10,198.35,115.0,83.35
KRT,2025-11-10,11160.74,6599.3,4561.43
NGD,2025-11-10,93.74,,93.74
TLG,2025-11-10,7548.87,4950.83,2598.04
DND,2025-11-10,328.04,,328.04
MZM,2025-11-10,86.43,,86.43
ACP,2025-11-10,114.3,,114.3
BGL,2025-11-10,6390.04,4941.22,1448.83
RJ,2025-11-10,11598.87,8040.04,3558.83
UTK,2025-11-10,1689.87,600.96,1088.91
ODI,2025-11-10,4407.48,3260.0,1147.48
SKM,2025-11-10,56.43,,56.43
GOA,2025-11-10,504.43,,504.43
CHG,2025-11-10,147.09,,147.09
DNH,2025-11-10,915.17,,915.17
PU,2025-11-10,353.91,,353.91
JAK,2025-11-10,2463.35,357.3,2106.04
PNB,2025-11-10,6016.87,3254.57,2762.3
JHK,2025-11-10,1402.65,409.0,993.65
BHR,2025-11-10,3668.09,735.3,2932.78
HP,2025-11-10,1368.7,484.65,884.04
MIP,2025-11-10,129.48,,129.48
UP,2025-11-10,13115.3,9634.09,3481.22
GJT,2025-11-11,16474.04,7143.42,9330.62
CTG,2025-11-11,3736.62,2520.25,1216.38
JHK,2025-11-11,1380.75,409.0,971.75
MIP,2025-11-11,129.0,,129.0
KRT,2025-11-11,11496.46,6545.58,4950.88
ODI,2025-11-11,5068.79,3260.0,1808.79
HP,2025-11-11,1388.58,480.71,907.88
DNH,2025-11-11,917.33,,917.33
PNB,2025-11-11,6101.17,3695.04,2406.12
MHA,2025-11-11,21639.12,14383.42,7255.71
BHR,2025-11-11,3665.42,723.29,2942.12
PU,2025-11-11,356.71,,356.71
HRN,2025-11-11,6367.08,1096.62,5270.46
JAK,2025-11-11,2460.88,347.75,2113.12
DND,2025-11-11,345.0,,345.0
CHG,2025-11-11,146.54,,146.54
MZM,2025-11-11,88.0,,88.0
DL,2025-11-11,3113.54,96.92,3016.62
GOA,2025-11-11,484.92,,484.92
UP,2025-11-11,13338.96,10107.25,3231.71
ASM,2025-11-11,1319.67,342.58,977.08
TND,2025-11-11,15458.25,5854.08,9604.17
UTK,2025-11-11,1747.04,576.88,1170.17
BGL,2025-11-11,6383.17,5094.96,1288.21
SKM,2025-11-11,62.29,,62.29
TPA,2025-11-11,191.62,114.38,77.25
AP,2025-11-11,8795.12,5534.71,3260.42
RJ,2025-11-11,11727.52,8003.22,3724.3
ACP,2025-11-11,122.92,,122.92
NGD,2025-11-11,97.21,,97.21
MGA,2025-11-11,161.0,79.0,82.0
MPD,2025-11-11,11506.0,4018.0,7488.0
KRL,2025-11-11,3495.25,775.42,2719.83
TLG,2025-11-11,7588.33,4712.5,2875.83
TLG,2025-11-12,7714.17,4087.96,3626.22
CHG,2025-11-12,150.13,,150.13
ASM,2025-11-12,1311.96,255.87,1056.09
NGD,2025-11-12,94.04,,94.04
DNH,2025-11-12,692.17,,692.17
CTG,2025-11-12,3740.26,2593.22,1147.04
UTK,2025-11-12,1749.09,572.52,1176.57
MZM,2025-11-12,89.39,,89.39
DL,2025-11-12,3208.0,100.91,3107.09
AP,2025-11-12,8911.04,5803.09,3107.96
MIP,2025-11-12,132.17,,132.17
BGL,2025-11-12,6354.22,5147.52,1206.7
TND,2025-11-12,15438.7,5201.61,10237.09
MHA,2025-11-12,21633.0,14489.17,7143.83
SKM,2025-11-12,61.83,,61.83
MPD,2025-11-12,11883.43,4018.0,8040.13
ODI,2025-11-12,5079.83,3260.0,1819.83
HP,2025-11-12,1421.96,462.83,959.13
BHR,2025-11-12,3671.61,756.17,2915.43
TPA,2025-11-12,188.09,99.7,88.39
ACP,2025-11-12,119.91,,119.91
PU,2025-11-12,363.26,,363.26
KRL,2025-11-12,3491.78,694.43,2797.35
PNB,2025-11-12,6189.57,3821.7,2367.87
JHK,2025-11-12,1429.04,409.0,1020.04
UP,2025-11-12,13520.0,10647.74,2879.04
KRT,2025-11-12,11695.57,7168.61,4526.96
HRN,2025-11-12,6475.04,1210.39,5264.65
GJT,2025-11-12,16545.87,8078.57,8467.3
GOA,2025-11-12,487.04,,487.04
DND,2025-11-12,340.22,,340.22
MGA,2025-11-12,161.0,68.7,92.3
RJ,2025-11-12,12203.04,8272.87,3930.17
JAK,2025-11-12,2497.48,341.04,2156.43
MGA,2025-11-13,164.81,79.0,85.81
MHA,2025-11-13,21728.05,14771.4,6956.65
MIP,2025-11-13,134.57,,134.57
MPD,2025-11-13,11688.67,4018.0,7670.67
MZM,2025-11-13,88.86,,88.86
NGD,2025-11-13,99.14,,99.14
TPA,2025-11-13,185.82,115.55,70.27
PNB,2025-11-13,6099.45,3687.5,2411.95
PU,2025-11-13,363.45,,363.45
RJ,2025-11-13,12426.68,8248.05,4178.64
SKM,2025-11-13,60.45,,60.45
TLG,2025-11-13,7748.64,2999.32,4749.32
TND,2025-11-13,15381.55,5321.36,10060.18
KRT,2025-11-13,11846.59,7371.64,4474.95
ODI,2025-11-13,4989.68,3260.0,1729.68
KRL,2025-11-13,3491.55,738.45,2753.09
DND,2025-11-13,344.23,,344.23
JAK,2025-11-13,2544.09,352.91,2191.18
UP,2025-11-13,13579.77,11518.68,2152.36
ACP,2025-11-13,129.55,,129.55
AP,2025-11-13,8739.64,5822.55,2917.09
ASM,2025-11-13,1313.36,286.77,1026.59
BGL,2025-11-13,6341.55,5073.36,1268.18
BHR,2025-11-13,3657.32,724.91,2932.41
JHK,2025-11-13,1432.82,409.0,1023.82
CHG,2025-11-13,149.59,,149.59
DL,2025-11-13,3198.41,242.09,2956.32
DNH,2025-11-13,886.55,,886.55
GJT,2025-11-13,17366.36,10103.05,7263.32
GOA,2025-11-13,491.59,,491.59
HP,2025-11-13,1406.95,433.23,973.73
HRN,2025-11-13,6459.95,1213.05,5246.91
CTG,2025-11-13,3757.41,2527.95,1229.45
UTK,2025-11-13,1754.86,569.05,1185.82
